Category,Subcategory,Journal,Journal_cleaned,Subcategory_cleaned,Category_cleaned
Health & Medical Sciences,Medicinal Chemistry,Archiv der Pharmazie,archivderpharmazie,medicinalchemistry,healthmedicalsciences
Health & Medical Sciences,Medicinal Chemistry,Mini Reviews in Medicinal Chemistry,minireviewsinmedicinalchemistry,medicinalchemistry,healthmedicalsciences
Health & Medical Sciences,Medicinal Chemistry,Current Topics in Medicinal Chemistry,currenttopicsinmedicinalchemistry,medicinalchemistry,healthmedicalsciences
Health & Medical Sciences,Medicinal Chemistry,Molecular Diversity,moleculardiversity,medicinalchemistry,healthmedicalsciences
Health & Medical Sciences,Medicinal Chemistry,International Journal of Peptide Research and Therapeutics,internationaljournalofpeptideresearchandtherapeutics,medicinalchemistry,healthmedicalsciences
Health & Medical Sciences,Medicinal Chemistry,Chemical Biology and Drug Design,chemicalbiologyanddrugdesign,medicinalchemistry,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,Cell,cell,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,Nucleic Acids Research,nucleicacidsresearch,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,Cell Reports,cellreports,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,Molecular Cell,molecularcell,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,Nature Reviews. Molecular Cell Biology,naturereviewsmolecularcellbiology,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,Biomolecules,biomolecules,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,Nature Cell Biology,naturecellbiology,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,The EMBO Journal,theembojournal,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,Developmental Cell,developmentalcell,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,Oncogene,oncogene,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,Nature Structural & Molecular Biology,naturestructuralmolecularbiology,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,Journal of Biomolecular Structure and Dynamics,journalofbiomolecularstructureanddynamics,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,PLOS Genetics,plosgenetics,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,Methods in Molecular Biology,methodsinmolecularbiology,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,FEBS Journal,febsjournal,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,Journal of Molecular Biology,journalofmolecularbiology,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,EMBO Reports,emboreports,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,Frontiers in Molecular Biosciences,frontiersinmolecularbiosciences,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,Genes & Development,genesdevelopment,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Molecular Biology,Cold Spring Harbor Perspectives in Biology,coldspringharborperspectivesinbiology,molecularbiology,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Marine Drugs,marinedrugs,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Phytotherapy Research,phytotherapyresearch,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Journal of Ethnopharmacology,journalofethnopharmacology,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Phytomedicine,phytomedicine,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Natural Product Reports,naturalproductreports,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Natural Product Research,naturalproductresearch,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Journal of Natural Products,journalofnaturalproducts,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Fitoterapia,fitoterapia,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Pharmaceutical Biology,pharmaceuticalbiology,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Planta Medica,plantamedica,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Chemistry & Biodiversity,chemistrybiodiversity,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Chinese Journal of Natural Medicines,chinesejournalofnaturalmedicines,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Journal of Medicinal Food,journalofmedicinalfood,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Natural Product Communications,naturalproductcommunications,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Revista Brasileira de Farmacognosia,revistabrasileiradefarmacognosia,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Phytochemical Analysis,phytochemicalanalysis,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Journal of Dietary Supplements,journalofdietarysupplements,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Natural Products and Bioprospecting,naturalproductsandbioprospecting,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Journal of Essential Oil Bearing Plants,journalofessentialoilbearingplants,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Natural Medicines & Medicinal Plants,Avicenna Journal of Phytomedicine,avicennajournalofphytomedicine,naturalmedicinesmedicinalplants,healthmedicalsciences
Health & Medical Sciences,Neurology,Nature Neuroscience,natureneuroscience,neurology,healthmedicalsciences
Health & Medical Sciences,Neurology,Neuron,neuron,neurology,healthmedicalsciences
Health & Medical Sciences,Neurology,The Lancet Neurology,thelancetneurology,neurology,healthmedicalsciences
Health & Medical Sciences,Neurology,NeuroImage,neuroimage,neurology,healthmedicalsciences
Health & Medical Sciences,Neurology,Neurology,neurology,neurology,healthmedicalsciences
Health & Medical Sciences,Neurology,JAMA Neurology,jamaneurology,neurology,healthmedicalsciences
Health & Medical Sciences,Neurology,Brain,brain,neurology,healthmedicalsciences
Health & Medical Sciences,Neurology,Frontiers in Neuroscience,frontiersinneuroscience,neurology,healthmedicalsciences
Health & Medical Sciences,Neurology,Nature Reviews Neuroscience,naturereviewsneuroscience,neurology,healthmedicalsciences
Health & Medical Sciences,Neurology,Neuroscience & Biobehavioral Reviews,neurosciencebiobehavioralreviews,neurology,healthmedicalsciences
Health & Medical Sciences,Neurology,Nature Reviews Neurology,naturereviewsneurology,neurology,healthmedicalsciences
Health & Medical Sciences,Neurology,Journal of Neuroinflammation,journalofneuroinflammation,neurology,healthmedicalsciences
Health & Medical Sciences,Neurology,Frontiers in Neurology,frontiersinneurology,neurology,healthmedicalsciences
Health & Medical Sciences,Neurology,Journal of Neuroscience,journalofneuroscience,neurology,healthmedicalsciences
Health & Medical Sciences,Neurology,Annals of Neurology,annalsofneurology,neurology,healthmedicalsciences
Health & Medical Sciences,Neurology,Acta Neuropathologica,actaneuropathologica,neurology,healthmedicalsciences
Health & Medical Sciences,Neurology,Trends in Neurosciences,trendsinneurosciences,neurology,healthmedicalsciences
Health & Medical Sciences,Neurology,Journal of Neurology Neurosurgery & Psychiatry,journalofneurologyneurosurgerypsychiatry,neurology,healthmedicalsciences
Health & Medical Sciences,Neurology,Movement Disorders,movementdisorders,neurology,healthmedicalsciences
Health & Medical Sciences,Neurology,Journal of Neurology,journalofneurology,neurology,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,Neurosurgery,neurosurgery,neurosurgery,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,World Neurosurgery,worldneurosurgery,neurosurgery,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,Journal of Neurosurgery,journalofneurosurgery,neurosurgery,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,Neurosurgical Focus,neurosurgicalfocus,neurosurgery,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,Journal of Neurosurgery. Spine,journalofneurosurgeryspine,neurosurgery,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,Neurosurgical Review,neurosurgicalreview,neurosurgery,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,Acta Neurochirurgica,actaneurochirurgica,neurosurgery,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,Operative Neurosurgery,operativeneurosurgery,neurosurgery,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,Journal of Neurosurgery: Pediatrics,journalofneurosurgerypediatrics,neurosurgery,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,Neurosurgery Clinics of North America,neurosurgeryclinicsofnorthamerica,neurosurgery,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,Surgical Neurology International,surgicalneurologyinternational,neurosurgery,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,British Journal of Neurosurgery,britishjournalofneurosurgery,neurosurgery,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,Journal of Neurological Surgery Part B: Skull Base,journalofneurologicalsurgerypartbskullbase,neurosurgery,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,Brain Tumor Research and Treatment,braintumorresearchandtreatment,neurosurgery,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,Neurologia Medico-chirurgica,neurologiamedicochirurgica,neurosurgery,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,Journal of Korean Neurosurgical Society,journalofkoreanneurosurgicalsociety,neurosurgery,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,Journal of Neurosurgical Sciences,journalofneurosurgicalsciences,neurosurgery,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,Neurochirurgie,neurochirurgie,neurosurgery,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,Interdisciplinary Neurosurgery,interdisciplinaryneurosurgery,neurosurgery,healthmedicalsciences
Health & Medical Sciences,Neurosurgery,Asian Journal of Neurosurgery,asianjournalofneurosurgery,neurosurgery,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",European Journal of Nuclear Medicine and Molecular Imaging,europeanjournalofnuclearmedicineandmolecularimaging,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",Journal of Nuclear Medicine,journalofnuclearmedicine,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",Diagnostics,diagnostics,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",Radiotherapy and Oncology,radiotherapyandoncology,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",Medical Physics,medicalphysics,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",International Journal of Radiation Oncology * Biology * Physics,internationaljournalofradiationoncologybiologyphysics,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",Physics in Medicine & Biology,physicsinmedicinebiology,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",Radiation Oncology,radiationoncology,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",Physica Medica,physicamedica,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",NMR in biomedicine,nmrinbiomedicine,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",Journal of Nuclear Cardiology,journalofnuclearcardiology,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",Cancer imaging,cancerimaging,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",Journal of Applied Clinical Medical Physics,journalofappliedclinicalmedicalphysics,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",International Journal of Radiation Biology,internationaljournalofradiationbiology,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",IEEE Transactions on Radiation and Plasma Medical Sciences,ieeetransactionsonradiationandplasmamedicalsciences,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",Seminars in Nuclear Medicine,seminarsinnuclearmedicine,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",Clinical Nuclear Medicine,clinicalnuclearmedicine,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",Molecular Imaging and Biology,molecularimagingandbiology,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",Clinical Oncology,clinicaloncology,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,"Nuclear Medicine, Radiotherapy & Molecular Imaging",Technology in Cancer Research and Treatment,technologyincancerresearchandtreatment,nuclearmedicineradiotherapymolecularimaging,healthmedicalsciences
Health & Medical Sciences,Nursing,International Journal of Nursing Studies,internationaljournalofnursingstudies,nursing,healthmedicalsciences
Health & Medical Sciences,Nursing,Journal of Clinical Nursing,journalofclinicalnursing,nursing,healthmedicalsciences
Health & Medical Sciences,Nursing,Journal of Nursing Management,journalofnursingmanagement,nursing,healthmedicalsciences
Health & Medical Sciences,Nursing,Nurse Education Today,nurseeducationtoday,nursing,healthmedicalsciences
Health & Medical Sciences,Nursing,Journal of Advanced Nursing,journalofadvancednursing,nursing,healthmedicalsciences
Health & Medical Sciences,Nursing,Nurse Education in Practice,nurseeducationinpractice,nursing,healthmedicalsciences
Health & Medical Sciences,Nursing,Nursing Ethics,nursingethics,nursing,healthmedicalsciences
Health & Medical Sciences,Nursing,BMC Nursing,bmcnursing,nursing,healthmedicalsciences
Health & Medical Sciences,Nursing,International Journal of Mental Health Nursing,internationaljournalofmentalhealthnursing,nursing,healthmedicalsciences
Health & Medical Sciences,Nursing,Nursing Open,nursingopen,nursing,healthmedicalsciences
Health & Medical Sciences,Nursing,Revista Brasileira de Enfermagem,revistabrasileiradeenfermagem,nursing,healthmedicalsciences
Health & Medical Sciences,Nursing,Journal of Pediatric Nursing,journalofpediatricnursing,nursing,healthmedicalsciences
Health & Medical Sciences,Nursing,Perspectives in Psychiatric Care,perspectivesinpsychiatriccare,nursing,healthmedicalsciences
Health & Medical Sciences,Nursing,International Nursing Review,internationalnursingreview,nursing,healthmedicalsciences
Health & Medical Sciences,Nursing,Intensive and critical care nursing,intensiveandcriticalcarenursing,nursing,healthmedicalsciences
Health & Medical Sciences,Nursing,Revista Latino-Americana de Enfermagem,revistalatinoamericanadeenfermagem,nursing,healthmedicalsciences
Health & Medical Sciences,Nursing,International Journal of Nursing Sciences,internationaljournalofnursingsciences,nursing,healthmedicalsciences
Health & Medical Sciences,Nursing,Scandinavian Journal of Caring Sciences,scandinavianjournalofcaringsciences,nursing,healthmedicalsciences
Health & Medical Sciences,Nursing,Journal of Nursing Scholarship,journalofnursingscholarship,nursing,healthmedicalsciences
Health & Medical Sciences,Nursing,Journal of Professional Nursing,journalofprofessionalnursing,nursing,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,Nutrients,nutrients,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,Critical Reviews in Food Science and Nutrition,criticalreviewsinfoodscienceandnutrition,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,Clinical Nutrition,clinicalnutrition,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,Frontiers in Nutrition,frontiersinnutrition,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,The American Journal of Clinical Nutrition,theamericanjournalofclinicalnutrition,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,Journal of Functional Foods,journaloffunctionalfoods,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,Advances in Nutrition,advancesinnutrition,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,European Journal of Nutrition,europeanjournalofnutrition,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,Nutrition,nutrition,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,Food Science and Nutrition,foodscienceandnutrition,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,Nutrition Reviews,nutritionreviews,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,Public Health Nutrition,publichealthnutrition,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,European Journal of Clinical Nutrition,europeanjournalofclinicalnutrition,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,Molecular Nutrition & Food Research,molecularnutritionfoodresearch,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,Food Reviews International,foodreviewsinternational,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,The Journal of Nutrition,thejournalofnutrition,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,The Journal of Nutritional Biochemistry,thejournalofnutritionalbiochemistry,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,Journal of the Academy of Nutrition and Dietetics,journaloftheacademyofnutritionanddietetics,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,Maternal and Child Nutrition,maternalandchildnutrition,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Nutrition Science,British Journal of Nutrition,britishjournalofnutrition,nutritionscience,healthmedicalsciences
Health & Medical Sciences,Obesity,Obesity Reviews,obesityreviews,obesity,healthmedicalsciences
Health & Medical Sciences,Obesity,Diabetes Obesity and Metabolism,diabetesobesityandmetabolism,obesity,healthmedicalsciences
Health & Medical Sciences,Obesity,Obesity,obesity,obesity,healthmedicalsciences
Health & Medical Sciences,Obesity,Molecular Metabolism,molecularmetabolism,obesity,healthmedicalsciences
Health & Medical Sciences,Obesity,International Journal of Obesity,internationaljournalofobesity,obesity,healthmedicalsciences
Health & Medical Sciences,Obesity,Obesity Surgery,obesitysurgery,obesity,healthmedicalsciences
Health & Medical Sciences,Obesity,Diabetes Metabolic Syndrome and Obesity,diabetesmetabolicsyndromeandobesity,obesity,healthmedicalsciences
Health & Medical Sciences,Obesity,Eating and Weight Disorders - Studies on Anorexia Bulimia and Obesity,eatingandweightdisordersstudiesonanorexiabulimiaandobesity,obesity,healthmedicalsciences
Health & Medical Sciences,Obesity,Current Obesity Reports,currentobesityreports,obesity,healthmedicalsciences
Health & Medical Sciences,Obesity,Surgery for obesity and related diseases,surgeryforobesityandrelateddiseases,obesity,healthmedicalsciences
Health & Medical Sciences,Obesity,Pediatric Obesity,pediatricobesity,obesity,healthmedicalsciences
Health & Medical Sciences,Obesity,Obesity Facts,obesityfacts,obesity,healthmedicalsciences
Health & Medical Sciences,Obesity,Therapeutic Advances in Endocrinology and Metabolism,therapeuticadvancesinendocrinologyandmetabolism,obesity,healthmedicalsciences
Health & Medical Sciences,Obesity,Obesity Research & Clinical Practice,obesityresearchclinicalpractice,obesity,healthmedicalsciences
Health & Medical Sciences,Obesity,Obesity Medicine,obesitymedicine,obesity,healthmedicalsciences
Health & Medical Sciences,Obesity,Current Opinion in Endocrinology Diabetes and Obesity,currentopinioninendocrinologydiabetesandobesity,obesity,healthmedicalsciences
Health & Medical Sciences,Obesity,Journal of Obesity and Metabolic Syndrome,journalofobesityandmetabolicsyndrome,obesity,healthmedicalsciences
Health & Medical Sciences,Obesity,Endocrinology Diabetes and Metabolism,endocrinologydiabetesandmetabolism,obesity,healthmedicalsciences
Health & Medical Sciences,Obesity,Clinical Obesity,clinicalobesity,obesity,healthmedicalsciences
Health & Medical Sciences,Obesity,Obesity Science & Practice,obesitysciencepractice,obesity,healthmedicalsciences
Health & Medical Sciences,Oncology,Journal of Clinical Oncology,journalofclinicaloncology,oncology,healthmedicalsciences
Health & Medical Sciences,Oncology,The Lancet Oncology,thelancetoncology,oncology,healthmedicalsciences
Health & Medical Sciences,Oncology,Annals of Oncology,annalsofoncology,oncology,healthmedicalsciences
Health & Medical Sciences,Oncology,Molecular Cancer,molecularcancer,oncology,healthmedicalsciences
Health & Medical Sciences,Oncology,Cancer Cell,cancercell,oncology,healthmedicalsciences
Health & Medical Sciences,Oncology,Clinical Cancer Research,clinicalcancerresearch,oncology,healthmedicalsciences
Health & Medical Sciences,Oncology,JAMA Oncology,jamaoncology,oncology,healthmedicalsciences
Health & Medical Sciences,Oncology,Cancers,cancers,oncology,healthmedicalsciences
Health & Medical Sciences,Oncology,Journal of Hematology & Oncology,journalofhematologyoncology,oncology,healthmedicalsciences
Health & Medical Sciences,Oncology,Cancer Discovery,cancerdiscovery,oncology,healthmedicalsciences
Health & Medical Sciences,Oncology,Frontiers in Oncology,frontiersinoncology,oncology,healthmedicalsciences
Health & Medical Sciences,Oncology,Nature Reviews Cancer,naturereviewscancer,oncology,healthmedicalsciences
Health & Medical Sciences,Oncology,Nature Reviews Clinical Oncology,naturereviewsclinicaloncology,oncology,healthmedicalsciences
Health & Medical Sciences,Oncology,Cancer Research,cancerresearch,oncology,healthmedicalsciences
Health & Medical Sciences,Oncology,Journal for ImmunoTherapy of Cancer,journalforimmunotherapyofcancer,oncology,healthmedicalsciences
Health & Medical Sciences,Oncology,Journal of Experimental and Clinical Cancer Research,journalofexperimentalandclinicalcancerresearch,oncology,healthmedicalsciences
Health & Medical Sciences,Oncology,Journal of Thoracic Oncology,journalofthoraciconcology,oncology,healthmedicalsciences
Health & Medical Sciences,Oncology,Seminars in Cancer Biology,seminarsincancerbiology,oncology,healthmedicalsciences
Health & Medical Sciences,Oncology,Cancer Letters,cancerletters,oncology,healthmedicalsciences
Health & Medical Sciences,Oncology,European Journal of Cancer,europeanjournalofcancer,oncology,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,Ophthalmology,ophthalmology,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,Progress in Retinal and Eye Research,progressinretinalandeyeresearch,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,British Journal of Ophthalmology,britishjournalofophthalmology,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,JAMA Ophthalmology,jamaophthalmology,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,American Journal of Ophthalmology,americanjournalofophthalmology,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,Investigative Ophthalmology & Visual Science,investigativeophthalmologyvisualscience,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,Eye,eye,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,Indian Journal of Ophthalmology,indianjournalofophthalmology,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,Acta Ophthalmologica,actaophthalmologica,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,Graefe's Archive for Clinical and Experimental Ophthalmology,graefesarchiveforclinicalandexperimentalophthalmology,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,The Ocular Surface,theocularsurface,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,Retina,retina,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,Experimental Eye Research,experimentaleyeresearch,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,Survey of Ophthalmology,surveyofophthalmology,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,Ophthalmology Retina,ophthalmologyretina,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,Journal of Cataract and Refractive Surgery,journalofcataractandrefractivesurgery,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,Clinical Ophthalmology,clinicalophthalmology,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,Translational Vision Science & Technology,translationalvisionsciencetechnology,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,Ocular Immunology and Inflammation,ocularimmunologyandinflammation,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Ophthalmology & Optometry,Cornea,cornea,ophthalmologyoptometry,healthmedicalsciences
Health & Medical Sciences,Oral & Maxillofacial Surgery,International Journal of Oral and Maxillofacial Surgery,internationaljournaloforalandmaxillofacialsurgery,oralmaxillofacialsurgery,healthmedicalsciences
Health & Medical Sciences,Oral & Maxillofacial Surgery,Clinical Implant Dentistry and Related Research,clinicalimplantdentistryandrelatedresearch,oralmaxillofacialsurgery,healthmedicalsciences
Health & Medical Sciences,Oral & Maxillofacial Surgery,Journal of Oral and Maxillofacial Surgery,journaloforalandmaxillofacialsurgery,oralmaxillofacialsurgery,healthmedicalsciences
Health & Medical Sciences,Oral & Maxillofacial Surgery,Progress in Orthodontics,progressinorthodontics,oralmaxillofacialsurgery,healthmedicalsciences
Health & Medical Sciences,Oral & Maxillofacial Surgery,International Journal of Oral and Maxillofacial Implants,internationaljournaloforalandmaxillofacialimplants,oralmaxillofacialsurgery,healthmedicalsciences
Health & Medical Sciences,Oral & Maxillofacial Surgery,Journal of Oral Biology and Craniofacial Research,journaloforalbiologyandcraniofacialresearch,oralmaxillofacialsurgery,healthmedicalsciences
Health & Medical Sciences,Oral & Maxillofacial Surgery,Oral Surgery Oral Medicine Oral Pathology and Oral Radiology,oralsurgeryoralmedicineoralpathologyandoralradiology,oralmaxillofacialsurgery,healthmedicalsciences
Health & Medical Sciences,Oral & Maxillofacial Surgery,Medicina Oral Patologia Oral y Cirugia Bucal,medicinaoralpatologiaoralycirugiabucal,oralmaxillofacialsurgery,healthmedicalsciences
Health & Medical Sciences,Oral & Maxillofacial Surgery,Journal of Cranio-Maxillofacial Surgery,journalofcraniomaxillofacialsurgery,oralmaxillofacialsurgery,healthmedicalsciences
